2023-11-07 16:08:33.392 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:30:50.258 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@61d2fce0, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2ce11cdf, org.springframework.security.web.context.SecurityContextPersistenceFilter@154095d5, org.springframework.security.web.header.HeaderWriterFilter@5886758a, org.springframework.security.web.csrf.CsrfFilter@77099877, org.springframework.security.web.authentication.logout.LogoutFilter@1392cbc0, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6f998ef8, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@345528c7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5fc51070, org.springframework.security.web.session.SessionManagementFilter@511e48a7, org.springframework.security.web.access.ExceptionTranslationFilter@17d5d5d1, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@36c2daff]
2023-11-07 16:30:50.452 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:30:50.742 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:30:50.760 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:30:50.780 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:30:50.790 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.995 seconds (JVM running for 2.473)
2023-11-07 16:30:50.911 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:30:50.912 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:30:50.913 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:35:38.003 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:35:38.006 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 13524 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:35:38.007 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:35:38.136 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:35:38.136 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:35:38.469 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:35:38.680 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:35:38.684 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:35:38.684 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:35:38.684 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:35:38.725 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:35:38.725 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 589 ms
2023-11-07 16:35:38.783 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: c0b54d72-a512-4e82-9106-4b61e90e57c0

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:35:38.830 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@153d1665, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5617be73, org.springframework.security.web.context.SecurityContextPersistenceFilter@1d9c7345, org.springframework.security.web.header.HeaderWriterFilter@c4ecbdd, org.springframework.security.web.csrf.CsrfFilter@1e60cced, org.springframework.security.web.authentication.logout.LogoutFilter@55412e64, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4e8af0ec, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@6a318389, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4b318424, org.springframework.security.web.session.SessionManagementFilter@49295cd, org.springframework.security.web.access.ExceptionTranslationFilter@5df5ad0c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@72da1c0a]
2023-11-07 16:35:38.918 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:35:39.072 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:35:39.082 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:35:39.092 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:35:39.098 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.257 seconds (JVM running for 1.727)
2023-11-07 16:35:41.940 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:35:41.940 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:35:41.940 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:45:26.529 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:45:26.532 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 3036 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:45:26.533 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:45:26.671 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:45:26.671 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:45:27.014 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:45:27.239 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:45:27.243 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:45:27.244 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:45:27.244 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:45:27.285 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:45:27.285 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 613 ms
2023-11-07 16:45:27.337 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 48260381-7921-4984-ad47-b32218679ff2

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:45:27.386 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@52152bff, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@54bd06da, org.springframework.security.web.context.SecurityContextPersistenceFilter@364d7bf0, org.springframework.security.web.header.HeaderWriterFilter@7c1e9b42, org.springframework.security.web.csrf.CsrfFilter@503b3a9c, org.springframework.security.web.authentication.logout.LogoutFilter@7f4e517b, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@124a9dd6, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@30903402, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@194758bb, org.springframework.security.web.session.SessionManagementFilter@6a9bf64d, org.springframework.security.web.access.ExceptionTranslationFilter@61aa9f1c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@764522e2]
2023-11-07 16:45:27.475 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:45:27.633 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:45:27.644 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:45:27.654 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:45:27.660 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.293 seconds (JVM running for 1.676)
2023-11-07 16:45:30.535 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:45:30.535 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:45:30.536 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:46:03.494 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:46:03.501 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 9356 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:46:03.502 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:46:03.661 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:46:03.662 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:46:04.027 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:46:04.243 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:46:04.248 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:46:04.249 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:46:04.249 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:46:04.290 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:46:04.290 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 628 ms
2023-11-07 16:46:04.344 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 9bfd9809-ddc6-4875-afc3-355a2d1cc616

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:46:04.395 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@11ede669, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@384bee4d, org.springframework.security.web.context.SecurityContextPersistenceFilter@11b36bdb, org.springframework.security.web.header.HeaderWriterFilter@51126cb5, org.springframework.security.web.csrf.CsrfFilter@d42d18f, org.springframework.security.web.authentication.logout.LogoutFilter@15e5bd9e, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@9df796, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@59b4832e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@295bc7a3, org.springframework.security.web.session.SessionManagementFilter@781ff53f, org.springframework.security.web.access.ExceptionTranslationFilter@1356f86f, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1381c473]
2023-11-07 16:46:04.488 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:46:04.645 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:46:04.654 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:46:04.664 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:46:04.671 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.365 seconds (JVM running for 1.784)
2023-11-07 16:46:05.604 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:46:05.604 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:46:05.604 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:46:21.686 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:46:21.689 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 3520 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:46:21.690 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:46:21.827 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:46:21.827 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:46:22.183 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:46:22.405 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:46:22.410 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:46:22.411 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:46:22.411 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:46:22.452 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:46:22.452 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 625 ms
2023-11-07 16:46:22.508 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: f3eaf8ef-534e-408e-a84a-5c733ac0d343

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:46:22.558 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4e90d7dd, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72f4a4bc, org.springframework.security.web.context.SecurityContextPersistenceFilter@7b902a33, org.springframework.security.web.header.HeaderWriterFilter@1a43e419, org.springframework.security.web.csrf.CsrfFilter@42813163, org.springframework.security.web.authentication.logout.LogoutFilter@175b3053, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@d9d7cf4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@ec3fee8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5c53956, org.springframework.security.web.session.SessionManagementFilter@32bb6906, org.springframework.security.web.access.ExceptionTranslationFilter@22f3a152, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@57452f6b]
2023-11-07 16:46:22.653 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:46:22.810 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:46:22.819 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:46:22.829 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:46:22.835 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.324 seconds (JVM running for 1.732)
2023-11-07 16:46:23.009 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:46:23.009 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:46:23.010 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 1 ms
2023-11-07 16:50:28.394 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:50:28.394 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 9492 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:50:28.396 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:50:28.531 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:50:28.531 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:50:28.879 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:50:29.094 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:50:29.099 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:50:29.100 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:50:29.100 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:50:29.141 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:50:29.141 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 610 ms
2023-11-07 16:50:29.194 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: 36635532-0a6e-4e27-9cbf-a1a37207cdbd

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:50:29.243 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@14fe9126, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5a124941, org.springframework.security.web.context.SecurityContextPersistenceFilter@6c3187e2, org.springframework.security.web.header.HeaderWriterFilter@2e6f4d7a, org.springframework.security.web.csrf.CsrfFilter@5c24ad38, org.springframework.security.web.authentication.logout.LogoutFilter@6a3154f1, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5a01ad51, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5b4955d7, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@36a6b75a, org.springframework.security.web.session.SessionManagementFilter@487cc1da, org.springframework.security.web.access.ExceptionTranslationFilter@660f3851, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6ee1a793]
2023-11-07 16:50:29.333 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:50:29.489 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:50:29.498 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:50:29.507 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:50:29.514 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.286 seconds (JVM running for 1.671)
2023-11-07 16:50:29.534 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:50:29.534 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:50:29.535 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:50:59.000 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:50:59.006 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 5472 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:50:59.007 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
2023-11-07 16:50:59.173 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-11-07 16:50:59.173 INFO  [restartedMain] [o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor] - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-11-07 16:50:59.540 WARN  [restartedMain] [o.m.spring.mapper.ClassPathMapperScanner] - No MyBatis mapper was found in '[com.shop]' package. Please check your configuration.
2023-11-07 16:50:59.769 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat initialized with port(s): 8085 (http)
2023-11-07 16:50:59.774 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Initializing ProtocolHandler ["http-nio-8085"]
2023-11-07 16:50:59.775 INFO  [restartedMain] [org.apache.catalina.core.StandardService] - Starting service [Tomcat]
2023-11-07 16:50:59.775 INFO  [restartedMain] [org.apache.catalina.core.StandardEngine] - Starting Servlet engine: [Apache Tomcat/9.0.82]
2023-11-07 16:50:59.819 INFO  [restartedMain] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring embedded WebApplicationContext
2023-11-07 16:50:59.819 INFO  [restartedMain] [o.s.b.w.s.c.ServletWebServerApplicationContext] - Root WebApplicationContext: initialization completed in 646 ms
2023-11-07 16:50:59.875 WARN  [restartedMain] [o.s.b.a.s.s.UserDetailsServiceAutoConfiguration] - 

Using generated security password: d1bd3e2d-0bae-482f-a33b-8e03e37c5eec

This generated password is for development use only. Your security configuration must be updated before running your application in production.

2023-11-07 16:50:59.923 INFO  [restartedMain] [o.s.s.web.DefaultSecurityFilterChain] - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@4e90d7dd, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@72f4a4bc, org.springframework.security.web.context.SecurityContextPersistenceFilter@7b902a33, org.springframework.security.web.header.HeaderWriterFilter@1a43e419, org.springframework.security.web.csrf.CsrfFilter@42813163, org.springframework.security.web.authentication.logout.LogoutFilter@175b3053, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@d9d7cf4, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@ec3fee8, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5c53956, org.springframework.security.web.session.SessionManagementFilter@32bb6906, org.springframework.security.web.access.ExceptionTranslationFilter@22f3a152, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@57452f6b]
2023-11-07 16:51:00.009 INFO  [restartedMain] [o.s.b.a.w.s.WelcomePageHandlerMapping] - Adding welcome page template: index
2023-11-07 16:51:00.173 INFO  [restartedMain] [o.s.b.d.a.OptionalLiveReloadServer] - LiveReload server is running on port 35729
2023-11-07 16:51:00.182 INFO  [restartedMain] [o.apache.coyote.http11.Http11NioProtocol] - Starting ProtocolHandler ["http-nio-8085"]
2023-11-07 16:51:00.192 INFO  [restartedMain] [o.s.b.w.embedded.tomcat.TomcatWebServer] - Tomcat started on port(s): 8085 (http) with context path ''
2023-11-07 16:51:00.199 INFO  [restartedMain] [com.shop.Pro05Application] - Started Pro05Application in 1.432 seconds (JVM running for 1.901)
2023-11-07 16:51:04.203 INFO  [http-nio-8085-exec-1] [o.a.c.c.C.[Tomcat].[localhost].[/]] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-11-07 16:51:04.204 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Initializing Servlet 'dispatcherServlet'
2023-11-07 16:51:04.204 INFO  [http-nio-8085-exec-1] [o.s.web.servlet.DispatcherServlet] - Completed initialization in 0 ms
2023-11-07 16:51:22.397 INFO  [background-preinit] [o.h.validator.internal.util.Version] - HV000001: Hibernate Validator 6.2.5.Final
2023-11-07 16:51:22.402 INFO  [restartedMain] [com.shop.Pro05Application] - Starting Pro05Application using Java 17.0.7 on FULL8-017 with PID 4560 (D:\shin\springboot\pro05\build\classes\java\main started by db400tea in D:\shin\springboot\pro05)
2023-11-07 16:51:22.403 INFO  [restartedMain] [com.shop.Pro05Application] - No active profile set, falling back to 1 default profile: "default"
